Component,Description,Part,References,Value,Footprint,Quantity Per PCB,Datasheet,Field4,Category,Status,Family,MPN,Digi-Key_PN,DK_Datasheet_Link,DK_Detail_Page,Manufacturer
1,1uF ceramic capacitors A capacitor is a passive two-terminal electrical component used to store electrical energy temporarily in an electric field.,1.0UF-0805-25V-10%,C1,"1.0UF, 25V",0805,1,,,,,,,,,,
2,47uF polarized capacitors A capacitor is a passive two-terminal electrical component used to store electrical energy temporarily in an electric field.,47UF-POLAR-EIA3528-10V-10%,C2 C3,"47UF, 10V",EIA3528,2,,CAP-08310,,,,,,,,
3,"50V 1A General Purpose Rectifier Diode, DO-41",1N4001,D1 D2,1N4001,D_DO-41_SOD81_P10.16mm_Horizontal,2,http://www.vishay.com/docs/88503/1n4001.pdf,,,,,,,,,
4,"Generic connector, double row, 02x05, odd/even pin numbering scheme (row 1 odd numbers, row 2 even numbers), script generated (kicad-library-utils/schlib/autogen/connector/)",Conn_02x05_Odd_Even,J1,0430201001,,1,https://www.molex.com/pdm_docs/sd/430201001_sd.pdf,,,,,,,,,
5,"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections  <b>On any of the 0.1 inch spaced packages, you can populate with these:</b><ul><li><a href=""https://www.sparkfun.com/products/116""> Break Away Headers - Straight</a> (PRT-00116)</li><li><a href=""https://www.sparkfun.com/products/553""> Break Away Male Headers - Right Angle</a> (PRT-00553)</li><li><a href=""https://www.sparkfun.com/products/115""> Female Headers</a> (PRT-00115)</li><li><a href=""https://www.sparkfun.com/products/117""> Break Away Headers - Machine Pin</a> (PRT-00117)</li><li><a href=""https://www.sparkfun.com/products/743""> Break Away Female Headers - Swiss Machine Pin</a> (PRT-00743)</li></ul><b> For SCREWTERMINALS and SPRING TERMINALS visit here:</b><ul><li><a href=""https://www.sparkfun.com/search/results?term=Screw+Terminals""> Screw Terimnals on SparkFun.com</a> (5mm/3.5mm/2.54mm spacing)</li></ul><b>This device is also useful as a general connection point to wire up your design to another part of your project. Our various solder wires solder well into these plated through hole pads.</b><ul><li><a href=""https://www.sparkfun.com/products/11375""> Hook-Up Wire - Assortment (Stranded, 22 AWG)</a> (PRT-11375)</li><li><a href=""https://www.sparkfun.com/products/11367""> Hook-Up Wire - Assortment (Solid Core, 22 AWG)</a> (PRT-11367)</li><li><a href=""https://www.sparkfun.com/categories/141""> View the entire wire category on our website here</a></li></ul><b>Special notes:</b>   Molex polarized connector foot print use with SKU : PRT-08231 with associated crimp pins and housings. 1MM SMD Version SKU: PRT-10208",CONN_05JST-VERT,J3,CONN_05JST-VERT,JST-5-PTH-VERT,1,,XXX-00000,,,,,,,,
6,"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections  <b>On any of the 0.1 inch spaced packages, you can populate with these:</b><ul><li><a href=""https://www.sparkfun.com/products/116""> Break Away Headers - Straight</a> (PRT-00116)</li><li><a href=""https://www.sparkfun.com/products/553""> Break Away Male Headers - Right Angle</a> (PRT-00553)</li><li><a href=""https://www.sparkfun.com/products/115""> Female Headers</a> (PRT-00115)</li><li><a href=""https://www.sparkfun.com/products/117""> Break Away Headers - Machine Pin</a> (PRT-00117)</li><li><a href=""https://www.sparkfun.com/products/743""> Break Away Female Headers - Swiss Machine Pin</a> (PRT-00743)</li></ul><b> For SCREWTERMINALS and SPRING TERMINALS visit here:</b><ul><li><a href=""https://www.sparkfun.com/search/results?term=Screw+Terminals""> Screw Terimnals on SparkFun.com</a> (5mm/3.5mm/2.54mm spacing)</li></ul><b>This device is also useful as a general connection point to wire up your design to another part of your project. Our various solder wires solder well into these plated through hole pads.</b><ul><li><a href=""https://www.sparkfun.com/products/11375""> Hook-Up Wire - Assortment (Stranded, 22 AWG)</a> (PRT-11375)</li><li><a href=""https://www.sparkfun.com/products/11367""> Hook-Up Wire - Assortment (Solid Core, 22 AWG)</a> (PRT-11367)</li><li><a href=""https://www.sparkfun.com/categories/141""> View the entire wire category on our website here</a></li></ul><b>Special notes:</b>   Molex polarized connector foot print use with SKU : PRT-08231 with associated crimp pins and housings. 1MM SMD Version SKU: PRT-10208",CONN_05JST-VERT,J2,JST B5B,B5B-XH-A(LF)(SN),1,http://www.jst-mfg.com/product/pdf/eng/eXH.pdf,XXX-00000,,,,,,,,
7,"Generic screw terminal, single row, 01x02, script generated (kicad-library-utils/schlib/autogen/connector/)",Screw_Terminal_01x02,J4 J6,Screw_Terminal_01x02,,2,~,,,,,,,,,
8,"Generic screw terminal, single row, 01x03, script generated (kicad-library-utils/schlib/autogen/connector/)",Screw_Terminal_01x03,J5,Screw_Terminal_01x03,,1,~,,,,,,,,,
9,5-wire unipolar stepper motor,Stepper_Motor_unipolar_5pin,M1,858,,1,https://media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/858_Web.pdf,,,,,,,,,
10,P-channel MOSFETs Voltage controlled devices that allow control of high current outputs. <b>SparkFun Products:</b><ul><li><a href= https://www.sparkfun.com/products/13907 >SparkFun ESP32 Thing</a></li><li><a href= https://www.sparkfun.com/products/13231 >SparkFun ESP8266 Thing</a></li></ul>,MOSFET_PCH-SI2309DS,Q2,LR120,d2-pak,1,,,,,,,,,,
11,Generic Resistor Package,RESISTOR0603,R2,"100, 5%",0603,1,,,,,,,,,,
12,Generic Resistor Package,RESISTOR0603,R1,"10K, 5%",0603,1,,,,,,,,,,
13,IC PWR RELAY 7NPN 1:1 16DIP,ULN2003AN,U1,ULN2003AN,DIP-16_W7.62mm,1,http://www.ti.com/lit/ds/symlink/uln2003a.pdf,,Discrete Semiconductor Products,Active,Transistors - Bipolar (BJT) - Arrays,ULN2003AN,296-1979-5-ND,http://www.ti.com/lit/ds/symlink/uln2003a.pdf,/product-detail/en/texas-instruments/ULN2003AN/296-1979-5-ND/277624,Texas Instruments





Component Groups:,13
Component Count:,16
Fitted Components:,16
Number of PCBs:,1
Total components:,16
Schematic Version:,A
Schematic Date:,2019-01-07
BoM Date:,Tue 08 Jan 2019 07:28:10 AM PST
Schematic Source:,/home/jlnktech/workspace/kicad_projects/chessRobot/chessRobot.sch
KiCad Version:,Eeschema 6.0.0-rc1-unknown-62e2fe8~66~ubuntu18.04.1
